Lat,Lon,Country,Month,Sunlight,Temp,Cloud
58.595271999999994,25.013607,Estonia,06,16623.879999999997,68.26666666666667,49.3
58.595271999999994,25.013607,Estonia,07,17245.539999999997,72.25806451612904,47.12903225806452
58.595271999999994,25.013607,Estonia,08,11835.62,66.87096774193549,58.38709677419355
58.595271999999994,25.013607,Estonia,09,10702.590000000002,60.96666666666667,54.166666666666664
58.595271999999994,25.013607,Estonia,10,7033.250000000002,44.61290322580645,63.29032258064516
58.595271999999994,25.013607,Estonia,11,1786.21,34.5,87.2
58.595271999999994,25.013607,Estonia,12,2257.9500000000003,35.12903225806452,81.2258064516129
60.128161,18.643501,Sweden,01,2484.53,26.677419354838708,81.3225806451613
60.128161,18.643501,Sweden,02,5573.18,33.793103448275865,65.86206896551724
60.128161,18.643501,Sweden,03,7494.259999999999,38.354838709677416,66.2258064516129
60.128161,18.643501,Sweden,04,11100.430000000002,43.3,58.166666666666664
60.128161,18.643501,Sweden,05,18852.329999999998,53.806451612903224,40.903225806451616
60.128161,18.643501,Sweden,06,20328.48,60.53333333333333,39.766666666666666
60.128161,18.643501,Sweden,07,23898.42,68.2258064516129,28.258064516129032
60.128161,18.643501,Sweden,08,14736.150000000001,65.35483870967742,49.38709677419355
60.128161,18.643501,Sweden,09,14669.469999999998,60.7,36.63333333333333
60.128161,18.643501,Sweden,10,6781.55,47.774193548387096,65.0
60.128161,18.643501,Sweden,11,3125.25,40.93333333333333,75.86666666666666
60.128161,18.643501,Sweden,12,4863.569999999999,41.645161290322584,56.16129032258065
60.472024,8.468946,Norway,01,4755.3,15.451612903225806,62.96774193548387
60.472024,8.468946,Norway,02,8146.999999999999,23.586206896551722,49.0
